id,school_name,program_name,faculty,required_subjects,minimum_points,duration,description,career_category,created_at,min_o_level_passes,min_a_level_passes,program_type,required_o_level_subjects,campus,min_required_subjects
342,Solusi University,BCom Human Resources,Business,"[""Mathematics"",""Accounts""]",6,4 years,"Recruitment, labor law and performance mgt",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Mathematics""]",Bulawayo,
343,Catholic University of Zimbabwe,BSc Information Technology,Technology,"[""Mathematics"",""Physics""]",8,4 years,"Programming, networks and database systems",Technology,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
344,Womens University in Africa,BSc Public Health,Medicine,"[""Biology"",""Chemistry""]",8,4 years,"Health promotion, epidemiology and policy",Healthcare,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
345,Reformed Church University,BSc Agriculture Economics,Agriculture,"[""Mathematics"",""Accounts""]",6,4 years,"Farm finance, markets and rural development",Agriculture,1773752031,5,2,degree,"[""English Language"",""Mathematics""]",Masvingo,
346,Lupane State University,BSc Veterinary Nursing,Medicine,"[""Biology"",""Chemistry""]",7,4 years,"Animal health, surgery assisting and lab work",Healthcare,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Lupane,
347,NUST,BSc Surveying & Geoinformatics,Engineering,"[""Mathematics"",""Geography""]",10,4 years,"GIS, remote sensing and land administration",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Geography""]",Bulawayo,
348,UZ,BSc Animal Production,Agriculture,"[""Biology"",""Chemistry""]",7,4 years,"Livestock breeding, nutrition and health",Agriculture,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
349,Midlands State University,BSc Social Anthropology,Social Sciences,"[""History"",""English Literature""]",5,4 years,"Culture, rituals and ethnographic research",Social Sciences,1773752031,5,2,degree,"[""English Language""]",Gweru,
350,Chinhoyi University of Technology,BSc Logistics Management,Business,"[""Mathematics"",""Accounts""]",7,4 years,"Warehousing, transport and inventory control",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Mathematics""]",Chinhoyi,
351,Harare Institute of Technology,BSc Mechatronics Engineering,Engineering,"[""Mathematics"",""Physics""]",12,5 years,"Robotics, automation and control systems",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
352,Great Zimbabwe University,BSc Cultural Tourism,Arts,"[""History"",""Geography""]",6,4 years,"Heritage sites, tour guiding and interpretation",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Geography""]",Masvingo,
353,TelOne Centre for Learning,Diploma in IT Support,Technology,[],0,3 years,"Helpdesk, hardware repair and troubleshooting",Technology,1773820276,5,0,diploma,"[""English Language"",""Mathematics"",""Science""]",Bulawayo,
354,Bulawayo Polytechnic,National Diploma in Ceramics,Arts,[],0,3 years,"Pottery, glazing and kiln operation",Media & Communication,1773752031,5,0,diploma,"[""English Language""]",Bulawayo,
355,Harare Polytechnic,National Diploma in Journalism & Broadcasting,Arts,[],0,3 years,"News writing, radio/TV production and ethics",Media & Communication,1773752031,5,0,diploma,"[""English Language""]",Harare,
356,Kwekwe Polytechnic,National Diploma in Textile Technology,Arts,[],0,3 years,"Weaving, dyeing and quality testing",Media & Communication,1773752031,5,0,diploma,"[""English Language""]",Kwekwe,
357,Masvingo Polytechnic,National Diploma in Community Development,Social Sciences,[],0,3 years,"Participatory planning, NGOs and fundraising",Social Sciences,1773752031,5,0,diploma,"[""English Language""]",Masvingo,
358,Zimbabwe Open University,Diploma in Gender Studies,Social Sciences,[],0,2 years,"Gender analysis, policy and advocacy",Social Sciences,1773752031,5,0,diploma,"[""English Language""]",All Provinces,
359,Bindura University of Science Education,BSc Natural Resources Management,Agriculture,"[""Biology"",""Geography""]",7,4 years,"Forestry, wildlife and water resources",Agriculture,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Bindura,
360,NUST,BSc Metallurgical Engineering,Engineering,"[""Chemistry"",""Physics""]",12,5 years,"Mineral processing, extractive metallurgy and refining",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Bulawayo,
361,UZ,BSc Rural & Urban Planning,Social Sciences,"[""Geography"",""Mathematics""]",8,4 years,"Land use, zoning and development control",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Geography""]",Harare,
362,Africa University,BSc Accounting & Finance,Business,"[""Mathematics"",""Accounts""]",8,4 years,"Auditing, taxation and financial reporting",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Mathematics""]",Mutare,
363,Chinhoyi University of Technology,BSc Industrial Engineering,Engineering,"[""Mathematics"",""Physics""]",10,4 years,"Optimization, production planning and ergonomics",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Chinhoyi,
364,Midlands State University,BSc Consumer Science,Business,"[""Mathematics"",""English Literature""]",5,4 years,"Retail behavior, product testing and safety",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Mathematics""]",Gweru,
365,Lupane State University,BSc Ecotourism,Business,"[""Geography"",""Biology""]",6,4 years,"Sustainable travel, guide training and conservation",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Geography""]",Lupane,
366,Harare Institute of Technology,BSc Telecommunication Engineering,Engineering,"[""Mathematics"",""Physics""]",12,5 years,"5G, fiber optics and network planning",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
367,Solusi University,BCom Economics,Business,"[""Mathematics"",""Accounts""]",7,4 years,"Micro, macro and development economics",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Mathematics""]",Bulawayo,
368,Great Zimbabwe University,BSc Heritage & Museum Studies,Humanities,"[""History"",""Geography""]",6,4 years,"Conservation, curation and exhibition design",Social Sciences,1773752031,5,2,degree,"[""English Language"",""History""]",Masvingo,
369,TelOne Centre for Learning,Certificate in Python Programming,Technology,[],0,6 months,"Basics, loops, functions and file handling",Technology,1773820276,5,0,certificate,"[""English Language"",""Mathematics""]",Online,
370,Bulawayo Polytechnic,National Diploma in Clothing Design,Arts,[],0,3 years,"Pattern drafting, sewing and fashion illustration",Media & Communication,1773752031,5,0,diploma,"[""English Language""]",Bulawayo,
371,Harare Polytechnic,National Diploma in Purchasing & Supply,Business,[],0,3 years,"Procurement, tendering and supplier relations",Business & Finance,1773752031,5,0,diploma,"[""English Language"",""Mathematics""]",Harare,
372,Kwekwe Polytechnic,National Diploma in Mining Engineering,Engineering,[],0,3 years,"Rock breaking, ventilation and safety",Engineering,1773752031,5,0,diploma,"[""English Language"",""Mathematics"",""Science""]",Kwekwe,
373,Masvingo Polytechnic,National Diploma in Journalism,Arts,[],0,3 years,"Reporting, editing and media law",Media & Communication,1773752031,5,0,diploma,"[""English Language""]",Masvingo,
374,Mutare Teachers' College,Diploma in Secondary Education (Geography),Education,[],0,3 years,"Mapwork, GIS and environmental teaching",Education,1773752031,5,0,diploma,"[""English Language"",""Geography""]",Mutare,
375,Gweru Teachers' College,Diploma in Early Childhood Development,Education,[],0,3 years,"Play, assessment and parent collaboration",Education,1773752031,5,0,diploma,"[""English Language"",""Mathematics""]",Gweru,
376,Zimbabwe Open University,BSc Community Health,Medicine,[],0,4 years,"Epidemiology, health promotion and nutrition",Healthcare,1773752031,5,2,degree,"[""English Language"",""Science""]",All Provinces,
377,NUST,BSc Biochemistry,Science,"[""Biology"",""Chemistry""]",10,4 years,"Metabolism, enzymology and molecular biology",Science,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Bulawayo,
378,UZ,BSc Horticulture,Agriculture,"[""Biology"",""Chemistry""]",7,4 years,"Vegetables, fruits, nursery management and floriculture",Agriculture,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
379,Midlands State University,BSc Library & Information Studies,Humanities,"[""English Literature"",""History""]",5,4 years,"Digital archiving, classification and reference",Social Sciences,1773752031,5,2,degree,"[""English Language""]",Gweru,
380,Chinhoyi University of Technology,BSc Forensic Investigation,Social Sciences,"[""Biology"",""Chemistry""]",9,4 years,"Crime scene analysis, evidence handling and law",Social Sciences,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Chinhoyi,
381,Harare Institute of Technology,BSc Applied Mathematics,Science,"[""Mathematics"",""Physics""]",10,4 years,"Modeling, simulation and data science",Science,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
382,Africa University,BSc Counselling Psychology,Social Sciences,"[""Biology"",""English Literature""]",7,4 years,"Therapeutic techniques, ethics and mental health",Healthcare,1773752031,5,2,degree,"[""English Language""]",Mutare,
383,Great Zimbabwe University,BSc Records & Archives Management,Humanities,"[""History"",""English Literature""]",6,4 years,"File management, digitization and preservation",Social Sciences,1773752031,5,2,degree,"[""English Language""]",Masvingo,
384,TelOne Centre for Learning,Diploma in Web Development,Technology,[],0,3 years,"HTML, CSS, JavaScript, PHP and databases",Technology,1773820276,5,0,diploma,"[""English Language"",""Mathematics"",""Science""]",Harare,
385,Bindura University of Science Education,BSc Geography & Environmental Science,Science,"[""Geography"",""Biology""]",7,4 years,"Climate, hydrology and conservation",Agriculture,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Geography""]",Bindura,
386,Solusi University,BSc Community Development,Social Sciences,"[""English Literature"",""History""]",5,4 years,"NGOs, project cycle and advocacy",Social Sciences,1773752031,5,2,degree,"[""English Language""]",Bulawayo,
387,Catholic University of Zimbabwe,BSc Procurement & Logistics,Business,"[""Mathematics"",""Accounts""]",7,4 years,"Supply chain, contracts and inventory",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Mathematics""]",Harare,
388,Womens University in Africa,BSc Disaster Management,Social Sciences,"[""Geography"",""History""]",6,4 years,"Response, recovery and humanitarian systems",Social Sciences,1773752031,5,2,degree,"[""English Language"",""Geography""]",Harare,
389,Reformed Church University,BSc Peace & Governance,Social Sciences,"[""History"",""English Literature""]",5,4 years,"Conflict resolution, democracy and human rights",Social Sciences,1773752031,5,2,degree,"[""English Language""]",Masvingo,
390,Lupane State University,BSc Animal Nutrition,Agriculture,"[""Biology"",""Chemistry""]",7,4 years,"Feed formulation, digestion and livestock health",Agriculture,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Lupane,
391,NUST,BSc Environmental Engineering,Engineering,"[""Mathematics"",""Physics""]",11,5 years,"Water treatment, waste management and remediation",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Bulawayo,
392,UZ,BSc Fisheries & Aquatic Sciences,Agriculture,"[""Biology"",""Chemistry""]",7,4 years,"Fish farming, limnology and aquaculture",Agriculture,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
393,Midlands State University,BSc Media & Communication Studies,Arts,"[""English Literature"",""History""]",6,4 years,"Mass media, PR and digital communication",Media & Communication,1773752031,5,2,degree,"[""English Language""]",Gweru,
394,Chinhoyi University of Technology,BSc Information Security,Technology,"[""Mathematics"",""Physics""]",9,4 years,"Risk management, cryptography and audits",Technology,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Chinhoyi,
395,Harare Institute of Technology,BSc Software Engineering,Technology,"[""Mathematics"",""Physics""]",10,4 years,"Agile, DevOps and full-stack development",Technology,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
396,Great Zimbabwe University,BSc Music & Dance,Arts,"[""English Literature"",""History""]",5,4 years,"Performance, ethnomusicology and choreography",Media & Communication,1773752031,5,2,degree,"[""English Language""]",Masvingo,
397,TelOne Centre for Learning,Short Course in Excel for Business,Business,[],0,1 month,"Formulas, pivot tables and dashboards",Business & Finance,1773820276,0,0,short_course,"[""None""]",Online,
398,Bulawayo Polytechnic,National Diploma in Graphic Arts,Arts,[],0,3 years,"Illustration, typography and prepress",Media & Communication,1773752031,5,0,diploma,"[""English Language""]",Bulawayo,
399,Harare Polytechnic,National Diploma in Banking & Finance,Business,[],0,3 years,"Credit, investments and customer service",Business & Finance,1773752031,5,0,diploma,"[""English Language"",""Mathematics""]",Harare,
400,Kwekwe Polytechnic,National Diploma in Metallurgy Engineering,Engineering,[],0,3 years,"Extraction, smelting and refining",Engineering,1773752031,5,0,diploma,"[""English Language"",""Mathematics"",""Science""]",Kwekwe,
401,Masvingo Polytechnic,National Diploma in Legal Studies,Law,[],0,3 years,"Court procedures, legal writing and research",Law,1773752031,5,0,diploma,"[""English Language""]",Masvingo,
402,Zimbabwe Open University,Certificate in Counseling,Social Sciences,[],0,1 year,"Basic listening, ethics and referral",Healthcare,1773752031,5,0,certificate,"[""English Language""]",All Provinces,
403,Bindura University of Science Education,BEd Primary Education,Education,"[""English Literature"",""Mathematics""]",6,4 years,"Multi-grade teaching, literacy and numeracy",Education,1773752031,5,2,degree,"[""English Language"",""Mathematics""]",Bindura,
404,NUST,BEng Chemical Engineering,Engineering,"[""Chemistry"",""Physics""]",13,5 years,"Process design, thermodynamics and safety",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Bulawayo,
405,UZ,BSc Plant Breeding,Agriculture,"[""Biology"",""Chemistry""]",8,4 years,"Genetics, varietal development and biotechnology",Agriculture,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
406,Midlands State University,BSc Marketing Management,Business,"[""Mathematics"",""Accounts""]",7,4 years,"Digital marketing, consumer behavior and branding",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Mathematics""]",Gweru,
407,Chinhoyi University of Technology,BSc Software Engineering,Technology,"[""Mathematics"",""Physics""]",10,4 years,"Systems design, testing and project management",Technology,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Chinhoyi,
408,Harare Institute of Technology,BSc Network Engineering,Technology,"[""Mathematics"",""Physics""]",10,4 years,"Routing, switching, security and wireless",Technology,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
409,Africa University,BSc Social Protection,Social Sciences,"[""English Literature"",""History""]",6,4 years,"Safety nets, pensions and humanitarian aid",Social Sciences,1773752031,5,2,degree,"[""English Language""]",Mutare,
410,Great Zimbabwe University,BSc Criminology,Social Sciences,"[""History"",""English Literature""]",7,4 years,"Juvenile justice, forensics and rehabilitation",Social Sciences,1773752031,5,2,degree,"[""English Language""]",Masvingo,
411,Solusi University,BSc Information Technology,Technology,"[""Mathematics"",""Physics""]",7,4 years,"Database, networking and web development",Technology,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Bulawayo,
412,TelOne Centre for Learning,Certificate in Cybersecurity,Technology,[],0,6 months,"Threats, protection and incident response",Technology,1773820276,5,0,certificate,"[""English Language"",""Mathematics""]",Online,
413,Lupane State University,BSc Water Resources Management,Agriculture,"[""Biology"",""Chemistry""]",7,4 years,"Hydrology, irrigation and water quality",Agriculture,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Lupane,
414,NUST,BSc Urban & Regional Planning,Social Sciences,"[""Geography"",""Mathematics""]",8,4 years,"Land use, transport and sustainable growth",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Geography""]",Bulawayo,
415,UZ,BSc Soil & Water Conservation,Agriculture,"[""Biology"",""Geography""]",7,4 years,"Erosion control, dams and land reclamation",Agriculture,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
416,Midlands State University,BCom Office Management,Business,"[""Mathematics"",""Accounts""]",5,4 years,"Records, supervision and admin systems",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Mathematics""]",Gweru,
417,Chinhoyi University of Technology,BSc Telecommunications,Technology,"[""Mathematics"",""Physics""]",9,4 years,"Mobile networks, fiber optics and IoT",Technology,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Chinhoyi,
418,Harare Institute of Technology,BEng Mechanical Engineering,Engineering,"[""Mathematics"",""Physics""]",12,5 years,"Thermofluids, design and manufacturing",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Harare,
419,Great Zimbabwe University,BSc Heritage Tourism,Business,"[""History"",""Geography""]",6,4 years,"Site guiding, interpretation and conservation",Business & Finance,1773752031,5,2,degree,"[""English Language"",""Geography""]",Masvingo,
420,TelOne Centre for Learning,Diploma in IT Project Management,Business,[],0,3 years,"Agile, scrum and risk management",Business & Finance,1773820276,5,0,diploma,"[""English Language"",""Mathematics""]",Harare,
421,Bulawayo Polytechnic,National Diploma in Industrial Engineering,Engineering,[],0,3 years,"Work study, ergonomics and lean",Engineering,1773752031,5,0,diploma,"[""English Language"",""Mathematics"",""Science""]",Bulawayo,
422,Harare Polytechnic,National Diploma in Public Administration,Business,[],0,3 years,"Government procedures, policy and ethics",Social Sciences,1773752031,5,0,diploma,"[""English Language"",""Mathematics""]",Harare,
423,Kwekwe Polytechnic,National Diploma in Surveying,Engineering,[],0,3 years,"Land measurement, mapping and GPS",Engineering,1773752031,5,0,diploma,"[""English Language"",""Mathematics"",""Science""]",Kwekwe,
424,Masvingo Polytechnic,National Diploma in Library & Info Science,Humanities,[],0,3 years,"Cataloguing, digital archives and reference",Social Sciences,1773752031,5,0,diploma,"[""English Language""]",Masvingo,
425,Mutare Teachers' College,Diploma in Primary Education (English),Education,[],0,3 years,"Literacy, grammar and teaching methods",Education,1773752031,5,0,diploma,"[""English Language"",""Mathematics""]",Mutare,
426,Gweru Teachers' College,Diploma in Secondary Education (History),Education,[],0,3 years,"Heritage, civic education and lesson planning",Education,1773752031,5,0,diploma,"[""English Language"",""History""]",Gweru,
427,Zimbabwe Open University,Diploma in Social Work,Social Sciences,[],0,2 years,"Casework, community practice and ethics",Social Sciences,1773752031,5,0,diploma,"[""English Language""]",All Provinces,
428,NUST,BSc Mineral Processing,Engineering,"[""Chemistry"",""Physics""]",11,5 years,"Comminution, flotation and extractive metallurgy",Engineering,1773752031,5,2,degree,"[""English Language"",""Mathematics"",""Science""]",Bulawayo,
